id,first_name,last_name,gender,birth_date,age,email,phone_number,address,city,postal_code,country,inn,passport_number,disease,chronic_condition,insurance_status,monthly_medical_expenses_usd,monthly_income_usd,monthly_expenses_usd,loan_amount_usd,loan_purpose,credit_score,education_level,employment_status,years_of_experience,family_size,number_of_children,marital_status,housing_status,industry
88,Ashley,Garcia,Female,1949-04-29,76,wendy52@gmail.com,+1-766-316-4767x62636,1275 Carter Valleys,Cooperburgh,20121,Saint Pierre and Miquelon,476689648916,962545960,None,None,Uninsured,1995.94,9785.69,5015.33,31571.8,Business,706,Master's,Self-employed,15,5,3,Married,Own,None
89,Colleen,Moore,Female,1994-11-17,31,christopherstewart@yahoo.com,(116)554-5034x228,3184 Brent Summit,South Stevenberg,04840,Belarus,263694270621,778780393,Diabetes,Arthritis,Insured,1535.49,2693.2,1510.31,7197.2,Personal,349,Bachelor's,Retired,4,2,1,Single,Mortgage,Healthcare
90,Barbara,Powell,Female,1947-02-17,78,raycory@hotmail.com,628-745-2642x2138,715 Robles Hollow Suite 025,South Jeremy,75268,Saint Pierre and Miquelon,584320488246,566226828,None,None,Uninsured,690.84,16772.3,9564.37,49495.47,Personal,590,PhD,Self-employed,29,5,3,Married,Mortgage,Transportation
91,Brett,Walton,Male,1950-10-29,75,jamesjensen@yahoo.com,+1-759-784-4099x24388,7210 Moreno Pines,Bergmouth,94025,Western Sahara,350559331079,455270000,Asthma,Arthritis,Insured,1364.45,31584.37,15427.35,46751.6,Education,342,Bachelor's,Retired,56,5,4,Divorced,Rent,Retail
92,William,Thomas,Male,1937-11-23,88,aaronhoffman@gmail.com,(105)431-0325,895 Clark Stravenue Apt. 939,South Joannchester,08547,Belarus,169583482724,721597420,Depression,Acid Reflux,Insured,305.94,8152.96,3936.89,18895.27,Car,379,Bachelor's,Unemployed,14,4,3,Widowed,Own,Transportation
93,Mark,Velazquez,Male,1977-05-30,48,kimberly75@hotmail.com,(754)847-8565x64037,6227 Stephanie Extension Apt. 148,New Melissa,80654,Western Sahara,628802381477,366412927,Asthma,Acid Reflux,Uninsured,1255.95,8977.96,6389.39,30713.27,Education,718,Master's,Student,11,3,2,Divorced,Rent,Government
94,Jessica,White,Female,1941-10-02,84,clarkejennifer@taylor.com,167-259-8393,412 Larsen Court Apt. 224,Lauramouth,38490,United Arab Emirates,881628534911,460811867,Hypertension,Acid Reflux,Insured,9.83,21681.9,18957.7,104575.65,Business,716,Bachelor's,Student,48,5,4,Divorced,Own,Finance
95,Joshua,Webster,Male,1988-04-14,37,lopezryan@lang.org,517-974-3605,18470 Melissa Street Suite 716,Taylortown,97037,Trinidad and Tobago,989160340694,589230344,Depression,Seasonal Allergy,Insured,1351.95,10461.51,4631.19,6036.21,Education,670,Master's,Student,19,1,0,Single,Living with Family,Hospitality
96,Robert,Anderson,Male,1975-04-04,50,catherine77@gmail.com,+1-526-042-9216x878,5285 Lisa Course,North James,71691,Western Sahara,130887180229,951929923,None,Arthritis,Partially Insured,1321.3,3670.29,2400.36,15185.59,Medical,470,Bachelor's,Retired,4,2,1,Single,Living with Family,IT
97,Scott,Rivera,Male,1982-09-02,43,vkerr@gmail.com,763-708-9653x9542,431 Fitzgerald Drives,Lisaburgh,84365,Belarus,552648018330,184099163,Asthma,Acid Reflux,Partially Insured,1746.83,5193.32,3544.29,16723.98,Home,714,Master's,Retired,5,4,3,Single,Own,Construction
98,Angela,Hudson,Female,2007-04-04,18,mariochavez@moran.com,001-999-074-3807x10093,3849 Edward Vista,New Matthewport,37459,Belarus,736626611754,426194680,Asthma,Acid Reflux,Uninsured,137.69,989.07,485.15,2675.44,Home,463,High School,Retired,0,1,0,Single,Mortgage,None
99,Alexandria,Gutierrez,Female,1943-12-30,82,margaret51@yahoo.com,001-250-096-0636,0297 Deborah Bridge Apt. 126,Harperbury,53637,Saint Pierre and Miquelon,130526531613,143907496,Diabetes,None,Partially Insured,273.62,7793.41,4012.24,5497.13,Business,396,PhD,Unemployed,11,1,0,Divorced,Own,IT
100,Jennifer,Velasquez,Female,1957-08-23,68,santiagocrystal@hotmail.com,859.306.7803,2933 James Hill Suite 542,New Jennifer,03888,United Arab Emirates,520671627237,956521444,Asthma,None,Partially Insured,10.29,31300.67,20194.34,145742.04,Car,655,PhD,Retired,44,6,5,Single,Living with Family,Construction
101,Robert,Sherman,Male,2002-01-31,23,afloyd@anderson-welch.org,001-509-833-8673x918,24051 Christine Route,New Robert,37235,Trinidad and Tobago,502818959678,247868792,Hypertension,Seasonal Allergy,Partially Insured,844.59,1789.7,1570.38,8290.93,Personal,393,High School,Self-employed,3,1,0,Single,Mortgage,Education
102,Andrew,Robinson,Male,1994-11-17,31,xhensley@gmail.com,001-394-351-4754x04154,3333 Martinez Glen,West Rebecca,55407,Trinidad and Tobago,836731113090,146956822,Hypertension,Arthritis,Uninsured,1000.51,3751.59,2403.12,7209.43,Medical,432,Master's,Unemployed,3,2,1,Divorced,Living with Family,Retail
103,Kimberly,Cohen,Female,1968-11-28,57,jill18@craig-gomez.com,442-743-8931,56451 Steven Road Suite 821,Moralesfort,58337,Trinidad and Tobago,441921024021,619818556,Asthma,None,Uninsured,308.53,16266.61,12747.52,70476.28,Car,791,Master's,Unemployed,22,6,5,Divorced,Living with Family,Hospitality
104,Charles,Williams,Male,1943-05-18,82,carlosrodriguez@yahoo.com,416.948.0906,533 Denise Coves Apt. 892,Michaelhaven,94025,Belarus,266547679002,742291285,Asthma,Arthritis,Insured,629.05,28027.43,17724.81,94680.73,Personal,814,Bachelor's,Employed,49,5,3,Married,Own,Hospitality
105,Linda,Lopez,Female,1980-11-05,45,cookcurtis@obrien-wright.net,789-745-9130,8539 Green Tunnel Apt. 720,South Sarahview,84830,Western Sahara,119085437425,468580721,Diabetes,Seasonal Allergy,Insured,226.22,6295.95,3876.26,12796.61,Personal,569,Master's,Self-employed,7,1,0,Single,Own,Finance
106,Nicholas,Little,Male,1982-05-17,43,renee63@gmail.com,(984)690-8150x6212,843 Sanchez Port,Port Jeffreychester,81733,Belarus,867224301832,775178010,Hypertension,Arthritis,Insured,1073.86,6995.43,3251.67,25920.21,Car,502,Bachelor's,Unemployed,12,2,1,Single,Mortgage,Government
107,Donna,Brown,Female,1971-10-12,54,ethangaines@gmail.com,(029)015-0337,9585 Archer Ridges Apt. 323,North Donald,48058,Trinidad and Tobago,201187795243,733476327,Asthma,Seasonal Allergy,Partially Insured,907.82,12067.17,10716.04,1722.76,Car,655,Bachelor's,Student,27,1,0,Divorced,Own,Construction
108,Ryan,Lara,Male,1993-05-16,32,vfoster@hotmail.com,001-858-329-4846x98079,4841 Berry Glens,Shannonville,13715,Western Sahara,453523244342,838733621,Diabetes,Arthritis,Partially Insured,1000.74,2363.79,1763.8,2447.57,Business,627,PhD,Employed,1,1,0,Widowed,Mortgage,Healthcare
109,Angela,Graham,Female,1980-09-28,45,randallwendy@wall-garcia.com,001-000-471-8073,443 Morrison Neck Suite 509,Danielland,22475,Saint Pierre and Miquelon,389722875245,973847671,Asthma,Acid Reflux,Uninsured,496.94,4418.82,2518.32,8334.61,Medical,817,Master's,Retired,5,4,3,Divorced,Own,Hospitality
110,Gregory,Weber,Male,1964-06-30,61,eowens@miller.com,+1-045-550-6524,88454 Jones Viaduct Suite 079,West Rachel,53806,Saint Pierre and Miquelon,638006629039,101962428,Depression,Acid Reflux,Insured,881.82,20118.31,15845.79,24248.55,Education,788,PhD,Retired,25,2,1,Widowed,Rent,Transportation
111,Jeremy,Sanchez,Male,1966-02-07,59,jameslaura@hancock.com,432.716.8041x200,8941 Olson Junction Suite 530,South Alexandra,69826,Saint Pierre and Miquelon,520123993240,442194156,Asthma,Acid Reflux,Uninsured,780.6,11789.73,8434.98,9143.37,Car,337,Bachelor's,Retired,19,1,0,Single,Mortgage,Finance
112,Andrew,Mata,Male,1961-12-20,64,anthonyquinn@hernandez-baldwin.org,876.274.2054x5436,12959 Andrew Underpass,New Eric,98597,Trinidad and Tobago,304216061611,537494711,None,Arthritis,Insured,1267.08,3812.68,3053.68,13800.51,Business,487,Master's,Retired,3,4,2,Married,Rent,None
113,Jasmine,Wood,Female,1981-03-16,44,briannasmith@peterson-downs.com,(163)594-2382x928,9989 Christina Knolls,Taylormouth,60595,United Arab Emirates,496934830038,204585315,Diabetes,Acid Reflux,Uninsured,1748.31,4627.23,3248.24,11.9,Business,363,Bachelor's,Unemployed,7,4,2,Married,Own,Transportation
114,Emily,Green,Female,1958-10-03,67,xtownsend@yahoo.com,526-332-9796x930,07691 Wendy Highway Apt. 609,South Christina,68192,Belarus,645218638471,744149109,Asthma,Seasonal Allergy,Partially Insured,876.29,31079.02,26190.47,106515.11,Medical,467,PhD,Self-employed,40,3,2,Widowed,Mortgage,Healthcare
115,Jeffery,Powell,Male,1989-06-22,36,gregory51@dean.com,001-240-757-5834x907,3504 Chung Forks,East Melissafurt,43165,Trinidad and Tobago,891362751707,782398710,Asthma,None,Insured,812.28,3136.87,2750.79,11100.66,Home,515,Bachelor's,Retired,3,2,1,Widowed,Mortgage,Transportation
116,Kenneth,Spencer,Male,1951-05-29,74,rward@yahoo.com,+1-209-665-4247x469,3277 Jillian Village,Harrisport,70758,Western Sahara,213495960825,431900728,Hypertension,None,Partially Insured,1940.07,2368.55,1739.42,3655.05,Medical,850,PhD,Employed,0,5,4,Widowed,Rent,Government
117,Debra,Hernandez,Female,1962-11-02,63,frankclark@hotmail.com,001-201-249-4420,516 Cook Ranch Suite 188,North Matthewchester,71886,United Arab Emirates,451305571887,818772784,Asthma,Acid Reflux,Uninsured,516.79,4941.04,3872.2,14524.08,Business,824,Master's,Retired,5,2,1,Single,Living with Family,Finance
118,Laurie,Perez,Female,1992-03-23,33,watkinsmonique@hotmail.com,(200)265-0558x996,98335 Thomas Wells,North Danaborough,86491,United Arab Emirates,811653100291,224402954,Hypertension,Arthritis,Uninsured,638.87,6417.52,4460.92,4966.69,Personal,796,Master's,Employed,10,1,0,Single,Own,Government
119,Jason,Morgan,Male,1948-05-18,77,joe23@graham-mathews.com,463.819.5548x37939,146 Kimberly Courts,Markport,30082,United Arab Emirates,967045228689,425358368,Depression,None,Uninsured,583.26,21692.38,16328.93,68257.3,Business,570,Bachelor's,Unemployed,56,2,1,Single,Own,Retail
120,Richard,Brown,Male,1987-08-22,38,rebeccawalker@gmail.com,(090)778-8363,152 Garcia Mission,Lake Thomas,08361,United Arab Emirates,597378243392,818420133,None,Arthritis,Insured,503.05,9304.36,6685.91,6404.57,Home,401,Bachelor's,Student,15,2,1,Divorced,Own,None
121,Christopher,Lewis,Male,1989-05-01,36,kbaker@gmail.com,001-987-139-5940x4736,9505 Ronald Street,New Lauraside,26482,Belarus,156041801591,537024434,Diabetes,Acid Reflux,Uninsured,402.81,2358.93,1865.79,6578.93,Personal,522,Master's,Retired,1,2,1,Single,Living with Family,Education
122,Tina,Turner,Female,1979-06-25,46,rrodriguez@williams.com,+1-081-980-3996x411,28337 Ross Center,Rosalesbury,01806,Trinidad and Tobago,605342986561,171251935,Diabetes,Seasonal Allergy,Partially Insured,1328.91,17660.98,15894.02,41126.24,Home,621,PhD,Employed,28,3,1,Married,Living with Family,Construction
123,Danielle,Russo,Female,1950-06-20,75,fbrennan@scott-burnett.net,8627920469,796 Barton Ways Apt. 148,West Sandy,73488,United Arab Emirates,578937103171,392455658,None,Seasonal Allergy,Uninsured,177.82,3917.57,2139.79,13943.71,Business,506,Bachelor's,Student,5,2,0,Married,Mortgage,Healthcare
124,Edgar,James,Male,1977-11-23,48,turnerjames@ortiz.com,367-348-5619x77121,0663 Cassandra Turnpike Apt. 665,Brockfurt,43213,Belarus,623661559064,809948212,Hypertension,None,Insured,1276.87,12466.3,6071.93,41988.44,Education,593,PhD,Employed,14,2,1,Widowed,Living with Family,Retail
125,Tiffany,Garza,Female,1946-01-30,79,susanandersen@martin.com,(284)731-4293x32007,8067 Benjamin Shoal Apt. 865,Port Lawrencemouth,25948,United Arab Emirates,384464970152,504828799,Depression,Arthritis,Uninsured,1164.86,26001.24,21443.4,33745.95,Education,357,Bachelor's,Self-employed,50,7,5,Married,Mortgage,Hospitality
126,Anthony,Heath,Male,2000-10-26,25,crystaldalton@davis.net,(543)905-4199x2170,4620 Melissa Meadows Apt. 498,North Jerryshire,41687,Saint Pierre and Miquelon,990645496701,376752074,Asthma,None,Insured,1808.29,3254.3,1385.17,498.03,Medical,383,Bachelor's,Employed,5,1,0,Widowed,Living with Family,Transportation
127,Jordan,Mckay,Female,1972-10-01,53,virginia21@hotmail.com,811.225.6384x554,161 Stevens Cliffs,Lake Stanleyberg,94319,Trinidad and Tobago,547469505368,702766597,Diabetes,Seasonal Allergy,Insured,498.43,14692.33,7946.28,34579.96,Car,359,Bachelor's,Self-employed,33,4,3,Widowed,Rent,Education
128,Tina,Cooper,Female,1972-03-29,53,christopherwalters@yahoo.com,+1-593-803-7862,348 Joseph Passage,Heatherport,37606,Western Sahara,310611405798,770665613,Diabetes,Acid Reflux,Partially Insured,1362.42,2268.5,1887.61,10494.62,Personal,460,PhD,Unemployed,1,6,5,Widowed,Living with Family,IT
129,Elizabeth,Clark,Female,1974-05-31,51,pattersonandrea@schwartz.com,(634)685-9215x306,5383 Kimberly Tunnel Apt. 342,South Jesse,98597,United Arab Emirates,535492090581,553923641,Depression,None,Insured,1711.61,2749.73,1623.74,5290.59,Business,838,Bachelor's,Employed,3,5,3,Married,Own,IT
130,Mark,Johnson,Male,1973-07-28,52,bradleykenneth@yahoo.com,951-753-9901,734 Yang Trail Apt. 196,South James,43213,Trinidad and Tobago,545511271146,657502644,Hypertension,Acid Reflux,Partially Insured,485.34,16662.61,8962.72,55139.69,Car,564,PhD,Employed,25,4,3,Divorced,Own,Transportation
131,John,Martin,Male,1934-12-11,91,heathconnie@hotmail.com,219-957-9376x02448,690 Jones Highway Suite 857,Lake Kylechester,99564,Trinidad and Tobago,810570001511,255403047,Asthma,None,Partially Insured,295.47,32565.35,24589.11,97667.09,Personal,821,PhD,Self-employed,57,7,5,Married,Living with Family,Construction
132,Paula,Olson,Female,1983-07-01,42,deborah39@hendrix.com,+1-120-898-7874x2065,0003 Townsend Run Apt. 067,North Joseph,72186,Trinidad and Tobago,767756349003,150645947,Depression,Acid Reflux,Uninsured,1637.44,1487.67,1141.13,2524.41,Personal,608,Bachelor's,Self-employed,0,2,1,Widowed,Living with Family,None
133,Andrea,King,Female,1954-02-27,71,patriciarobinson@hotmail.com,800.775.2109,36407 Marsh Courts,North Mitchell,84363,Trinidad and Tobago,845323565109,758155144,Asthma,Acid Reflux,Partially Insured,280.53,20919.87,17733.01,19749.39,Business,521,Master's,Student,37,4,2,Married,Mortgage,Retail
134,Sherry,Oliver,Female,1963-02-13,62,ericgomez@gmail.com,668-482-1561x2068,495 Karen Centers,North Jesusmouth,26482,Saint Pierre and Miquelon,996510298790,798072459,Hypertension,None,Insured,1194.38,11848.75,8593.5,57361.74,Education,769,Master's,Employed,19,2,0,Married,Rent,Education
135,Wesley,Davis,Male,1969-03-03,56,villegasdaniel@gmail.com,499-128-1554x501,5402 Rogers Ford Apt. 658,East Gregorybury,52634,Belarus,652786486723,917784572,Asthma,Acid Reflux,Uninsured,1646.42,16491.39,8803.72,1702.82,Personal,471,PhD,Self-employed,23,6,5,Single,Living with Family,Healthcare
136,Patricia,Brown,Female,1982-12-23,43,mvargas@wagner-mcintyre.com,(955)990-6156x653,6684 Laura Cliff,Robersonburgh,43165,Belarus,986210830155,505565512,Diabetes,Seasonal Allergy,Insured,1591.25,9232.79,4488.02,34086.02,Medical,693,Bachelor's,Unemployed,22,3,2,Divorced,Mortgage,None
137,Matthew,Bullock,Male,1948-06-19,77,eric57@morgan-michael.com,627-272-6855x10255,45901 Salas Plaza,North Spencer,49791,United Arab Emirates,323664905541,322330541,Asthma,Seasonal Allergy,Partially Insured,1832.25,2777.19,1950.25,6977.18,Business,729,Bachelor's,Unemployed,3,7,5,Married,Own,Retail
138,Thomas,Stuart,Male,1961-04-12,64,adrian40@yahoo.com,+1-052-616-8277x850,17703 Emily Lane Apt. 627,Ashleytown,64071,Trinidad and Tobago,338684774881,278362349,Depression,Acid Reflux,Insured,1024.86,26898.86,17296.59,36256.25,Business,379,Master's,Retired,42,4,3,Divorced,Mortgage,Government
139,Kurt,Murray,Male,1958-08-10,67,alexwang@hotmail.com,764.759.9812x9077,6300 Reyes Freeway Apt. 839,Natalieberg,48058,Western Sahara,871105925261,295103700,Asthma,None,Partially Insured,1528.69,19474.65,14472.26,81669.42,Education,793,PhD,Self-employed,26,1,0,Single,Own,Retail
140,Jeffrey,Dorsey,Male,1948-10-04,77,nrobinson@yahoo.com,(268)714-6556x5640,5315 Nicholas Manor,New Ronald,84365,Saint Pierre and Miquelon,794283371392,885456193,Hypertension,Seasonal Allergy,Partially Insured,1639.6,2503.51,2220.25,5108.44,Home,792,Bachelor's,Retired,2,2,1,Single,Rent,IT
141,Michael,Estrada,Male,1977-08-29,48,clarkkenneth@turner.com,(396)542-3870,9104 Hardy Flat,Lake Melanie,97480,United Arab Emirates,247338765458,298608128,Depression,Arthritis,Partially Insured,109.56,20390.56,8437.72,13507.37,Medical,604,Master's,Student,29,5,4,Widowed,Rent,Transportation
142,Raymond,Powell,Male,1974-08-12,51,aolson@gmail.com,+1-734-667-0575x057,711 Banks Hill Suite 571,Erikachester,64071,Belarus,694416127401,477335298,Diabetes,Arthritis,Partially Insured,17.99,10147.13,4913.01,14602.14,Personal,558,PhD,Employed,13,1,0,Widowed,Own,IT
143,Marcia,Gomez,Female,1937-06-23,88,trobinson@gmail.com,883-983-1861x8045,72890 Wright Groves Apt. 423,South Jodi,19720,Saint Pierre and Miquelon,998811057501,470968245,Diabetes,Seasonal Allergy,Partially Insured,1502.12,10877.33,7109.98,349.43,Home,631,Bachelor's,Self-employed,18,1,0,Divorced,Rent,Construction
144,Chelsea,Duncan,Female,1978-09-16,47,kramerjames@poole.com,(274)911-4300x5174,6438 Schmidt Rest Apt. 565,New Tiffanyberg,14460,Western Sahara,677177688492,476270312,Depression,Arthritis,Partially Insured,851.74,13062.12,8723.55,20607.33,Home,692,Master's,Unemployed,21,1,0,Single,Rent,Government
145,Rebecca,Ferguson,Female,1952-12-14,73,claytonwilliams@robinson.biz,+1-518-970-3860,698 Daniel Common Suite 684,South Steven,72678,United Arab Emirates,833990832511,726673104,Asthma,Seasonal Allergy,Uninsured,1876.63,2828.99,1180.32,9395.89,Personal,836,Bachelor's,Retired,4,6,5,Single,Mortgage,None
146,Laurie,Meyer,Female,1998-03-04,27,conleyjennifer@yahoo.com,001-572-840-1727x48229,382 Johnson Valley,Karenchester,71886,Trinidad and Tobago,224223154746,997908823,Asthma,None,Insured,1148.73,6571.42,3762.87,25682.82,Medical,674,Master's,Employed,9,1,0,Widowed,Living with Family,Government
147,Jason,Newton,Male,2004-03-19,21,bmccarty@ryan-wilson.net,001-419-509-2425x7365,5973 Butler Streets,Russellfort,78573,Saint Pierre and Miquelon,157897099911,934212138,Hypertension,Seasonal Allergy,Insured,681.82,1007.47,459.23,202.8,Medical,667,High School,Retired,0,1,0,Single,Mortgage,IT
148,Corey,Simpson,Male,1934-07-11,91,martinjason@rodriguez.net,2621658370,38118 Christine Branch,West Sharon,37267,Belarus,439930189060,806137361,None,Acid Reflux,Uninsured,1390.69,42349.55,35724.8,195235.17,Personal,791,PhD,Student,61,7,5,Married,Mortgage,Finance
149,Edward,Hudson,Male,1964-09-05,61,kathryn72@yahoo.com,+1-332-967-6092x90410,23413 Barbara Lane Suite 734,Lake Michaelchester,16334,United Arab Emirates,120822277241,805967681,None,Seasonal Allergy,Uninsured,1135.76,23270.74,16286.95,71158.53,Personal,622,PhD,Unemployed,29,7,5,Married,Mortgage,Government
150,Andrew,Wilson,Male,1998-05-23,27,heatherwest@gmail.com,303-584-0653x335,101 Laurie Rapid,New Peterborough,42659,Trinidad and Tobago,604450986569,335054936,None,Seasonal Allergy,Partially Insured,1266.28,3855.97,1949.91,18167.4,Education,543,Bachelor's,Unemployed,6,1,0,Divorced,Rent,Construction
151,Shawn,Matthews,Male,2002-08-19,23,romanmartha@jones.biz,321-334-4012x8742,39833 Shawn Parks,Garciastad,31941,United Arab Emirates,100762823337,540079755,Diabetes,Acid Reflux,Partially Insured,715.88,4065.71,1859.53,18741.07,Car,791,Bachelor's,Employed,5,1,0,Single,Mortgage,Finance
152,Maria,Duncan,Female,1951-09-30,74,umclean@stephens.com,970.697.0853,05718 Blackburn Inlet Apt. 307,Lake Jennifermouth,66095,Saint Pierre and Miquelon,105541968406,855348219,Diabetes,Acid Reflux,Partially Insured,1662.54,11031.59,6364.94,40313.28,Business,344,Master's,Retired,17,4,3,Divorced,Own,Construction
153,Lisa,Nelson,Female,1946-10-09,79,santananicole@hernandez.com,111-399-0559x9708,649 John Keys Suite 263,Browntown,97037,Belarus,950238622180,749787030,Hypertension,Seasonal Allergy,Insured,1525.82,19938.97,11107.81,5428.64,Business,417,PhD,Student,31,6,5,Widowed,Mortgage,Construction
154,Kimberly,Kirk,Female,1954-12-30,71,qcardenas@smith.com,001-792-395-4681x8734,59494 Jaclyn Isle Suite 467,Lake Chaseborough,94319,Belarus,846565210967,987678047,None,None,Partially Insured,1165.05,12629.54,9323.1,62863.93,Education,393,Master's,Student,23,6,5,Single,Own,None
155,Daniel,Callahan,Male,2005-09-10,20,xpark@yahoo.com,875.139.7491,13865 Christopher Hill,Owenston,65533,Trinidad and Tobago,704111265294,607990225,Hypertension,Arthritis,Partially Insured,256.79,816.5,365.58,3809.43,Business,619,High School,Student,0,1,0,Single,Rent,Construction
